"ID","Response"
"ARE000042510652",0
"ARE000042510662",0
"ARE000042610713",1
"ARE000042710721",0
"ARE000042710738",0
"ARE000042710739",0
"ARE000042910780",0
"ARE000042910781",1
"ARE000043010821",0
"ARE000043110842",0
"ARE000043110843",1
"ARE000043210851",0
"ARE000043210852",0
"ARE000043410901",0
"ARE000043610933",0
"ARE000043610937",0
"ARE000043710961",0
"ARE000043811007",0
"ARE000043911033",1
"ARE000043911046",0
"ARE000044011063",0
"ARE000044211090",0
"ARE000044311101",0
"ARE000044311110",0
"ARE000044511167",0
"ARE000044611192",0
"ARE000044611195",0
"ARE000044611221",0
"ARE000044711242",1
"ARE000044811269",1
"ARE000044811275",0
"ARE000044811285",0
"ARE000045011325",0
"ARE000045211366",1
"ARE000045211369",0
"ARE000045211370",0
"ARE000045211374",1
"ARE000045411418",0
"ARE000045811484",1
"ARE000045811491",1
"AUS000000100008",1
"AUS000000200030",0
"AUS000000200033",1
"AUS000000300041",1
"AUS000000300060",1
"AUS000000400064",1
"AUS000000500084",0
"AUS000000500095",0
"AUS000000600100",1
"AUS000000600109",1
"AUS000000700125",0
"AUS000000700133",0
"AUS000000900159",1
"AUS000001200217",0
"AUS000001400253",0
"AUS000001400265",1
"AUS000001400268",1
"AUS000001500271",0
"AUS000001500284",1
"AUS000001700311",1
"AUS000001800333",1
"AUS000001800335",1
"AUS000001900361",1
"AUS000002000371",1
"AUS000002100390",1
"AUS000002200403",1
"AUS000002200415",0
"AUS000002300432",1
"AUS000002300434",1
"AUS000002600497",1
"AUS000002700514",1
"AUS000002800542",1
"AUS000002800550",0
"AUS000002900557",1
"AUS000003000574",1
"AUS000003000575",1
"AUS000003000582",0
"AUS000003100608",1
"AUS000003100610",1
"AUS000003200618",1
"AUS000003300635",1
"AUS000003400648",1
"AUS000003400650",1
"AUS000003400653",0
"AUS000003500672",1
"AUS000003500683",1
"AUS000003600702",0
"AUS000003700711",1
"AUS000003800733",0
"AUS000003900758",1
"AUS000003900761",1
"AUS000004000779",1
"AUS000004000784",1
"AUS000004000788",0
"AUS000004200829",0
"AUS000004300842",1
"AUS000004400859",0
"AUS000004600907",0
"AUS000004800928",1
"AUS000004900936",1
"AUS000005000954",1
"AUS000005000956",1
"AUS000005100967",0
"AUS000005100983",0
"AUS000005100984",1
"AUS000005301008",1
"AUS000005401039",1
"AUS000005401042",0
"AUS000005701092",1
"AUS000005801099",0
"AUS000006001140",1
"AUS000006001142",0
"AUS000006301203",1
"AUS000006301204",0
"AUS000006301208",1
"AUS000006501236",1
"AUS000006501239",0
"AUS000006701268",0
"AUS000006701273",1
"AUS000006801281",0
"AUS000006901308",0
"AUS000007001312",1
"AUS000007101315",1
"AUS000007101318",1
"AUS000007101326",0
"AUS000007701440",0
"AUS000007701445",0
"AUS000007801473",0
"AUS000007901480",0
"AUS000007901492",0
"AUS000008001509",0
"AUS000008001513",1
"AUS000008101532",0
"AUS000008101533",1
"AUS000008301551",1
"AUS000008301552",0
"AUS000008401575",1
"AUS000008701628",0
"AUS000008901656",1
"AUS000008901666",0
"AUS000009001673",1
"AUS000009101697",0
"AUS000009101701",1
"AUS000009201710",1
"AUS000009301733",1
"AUS000009301735",1
"AUS000009301743",1
"AUS000009301747",1
"AUS000009501790",1
"AUS000009601800",1
"AUS000009601807",0
"AUS000009701813",1
"AUS000009701814",0
"AUS000009701822",0
"AUS000009801843",0
"AUS000009901847",0
"AUS000009901848",0
"AUS000009901860",1
"AUS000010001867",0
"AUS000010001882",1
"AUS000010101887",1
"AUS000010101892",1
"AUS000010101897",1
"AUS000010201913",0
"AUS000010201917",0
"AUS000010301927",1
"AUS000010401945",0
"AUS000010401946",0
"AUS000010601976",1
"AUS000010601989",1
"AUS000010902029",1
"AUS000010902035",0
"AUS000011002052",1
"AUS000011102064",0
"AUS000011102074",0
"AUS000011302108",0
"AUS000011402116",1
"AUS000011402131",1
"AUS000011502137",1
"AUS000011502151",0
"AUS000011602153",1
"AUS000011602156",1
"AUS000011702175",1
"AUS000011802198",0
"AUS000012002239",1
"AUS000012102250",0
"AUS000012102256",0
"AUS000012202270",0
"AUS000012202278",1
"AUS000012302295",1
"AUS000012402304",1
"AUS000012602353",1
"AUS000012602358",1
"AUS000012702369",0
"AUS000012702383",1
"AUS000012802387",0
"AUS000012902406",0
"AUS000013102439",1
"AUS000013102440",1
"AUS000013202451",1
"AUS000013302481",0
"AUS000013302490",1
"AUS000013402503",1
"AUS000013502522",1
"AUS000013502528",0
"AUS000013502533",1
"AUS000013602548",0
"AUS000013602552",0
"AUS000013802559",1
"AUS000013802561",1
"AUS000013802562",1
"AUS000013902574",0
"AUS000013902590",1
"AUS000013902597",0
"AUS000014002606",0
"AUS000014002614",0
"AUS000014002615",1
"AUS000014202661",1
"AUS000014202664",1
"AUS000014302688",1
"AUS000014402690",1
"AUS000014402696",0
"AUS000014402699",1
"AUS000014502718",1
"AUS000014502725",0
"AUS000014602731",1
"AUS000014602748",1
"AUS000014702758",0
"AUS000014702761",0
"AUS000014802779",1
"AUS000014902807",0
"AUS000015002825",1
"AUS000015002828",1
"AUS000015202852",1
"AUS000015302870",0
"AUS000015302881",1
"AUS000015302883",0
"AUS000015402900",1
"AUS000015602916",1
"AUS000015802963",0
"AUS000015802965",0
"AUS000015902979",1
"AUS000016002998",1
"AUS000016303074",0
"AUS000016403094",1
"AUS000016503118",1
"AUS000016603120",1
"AUS000016603121",0
"AUS000016703133",0
"AUS000016803150",0
"AUS000016903169",1
"AUS000017003198",0
"AUS000017103228",1
"AUS000017303250",1
"AUS000017303251",1
"AUS000017303260",1
"AUS000017403271",0
"AUS000017403275",1
"AUS000017603314",1
"AUS000017703343",0
"AUS000017803344",1
"AUS000017803360",1
"AUS000017903363",0
"AUS000018203435",0
"AUS000018503476",0
"AUS000018503477",1
"AUS000018503481",1
"AUS000018603492",1
"AUS000018803532",0
"AUS000019003556",1
"AUS000019003558",0
"AUS000019103575",0
"AUS000019203583",0
"AUS000019203586",1
"AUS000019303613",1
"AUS000019403621",0
"AUS000019403635",1
"AUS000019503639",0
"AUS000019503643",1
"AUS000019603651",0
"AUS000019703672",0
"AUS000019803685",0
"AUS000019803687",0
"AUS000019903697",0
"AUS000020003715",1
"AUS000020103750",1
"AUS000020303774",0
"AUS000020303777",1
"AUS000020503793",1
"AUS000020603806",1
"AUS000020603810",1
"AUS000020703831",1
"AUS000020703837",0
"AUS000020803846",0
"AUS000020903861",0
"AUS000020903872",0
"AUS000020903878",1
"AUS000021003887",0
"AUS000021103923",1
"AUS000021203929",0
"AUS000021203942",0
"AUS000021303948",1
"AUS000021303950",0
"AUS000021403971",1
"AUS000021403979",1
"AUS000021503980",1
"AUS000021503989",0
"AUS000021503990",0
"AUS000021604010",1
"AUS000021704036",1
"AUS000021804045",0
"AUS000021904056",0
"AUS000022004062",0
"AUS000022004067",1
"AUS000022004075",0
"AUS000022104090",1
"AUS000022104100",0
"AUS000022304121",1
"AUS000022304125",1
"AUS000022304129",1
"AUS000022504166",0
"AUS000022704201",0
"AUS000022804216",0
"AUS000022804223",0
"AUS000023004263",1
"AUS000023104269",1
"AUS000023104270",0
"AUS000023204289",0
"AUS000023204293",1
"AUS000023404320",1
"AUS000023704371",1
"AUS000023904390",1
"AUS000023904403",1
"AUS000024004412",1
"AUS000024004418",1
"AUS000024104439",1
"AUS000024104451",1
"AUS000024304483",0
"AUS000024504513",0
"AUS000024504517",0
"AUS000024604528",1
"AUS000024604531",1
"AUS000024704553",0
"AUS000024804569",1
"AUS000024804573",1
"AUS000024904589",1
"AUS000025004610",1
"AUS000025204637",0
"AUS000025304657",1
"AUS000025304659",1
"AUS000025304662",1
"AUS000025404665",1
"AUS000025404667",0
"AUS000025404675",1
"AUS000025604745",1
"AUS000025604746",1
"AUS000025604752",0
"AUS000025604754",1
"AUS000025704770",1
"AUS000025804780",1
"AUS000025804786",1
"AUS000025804789",1
"AUS000025904800",0
"AUS000025904816",1
"AUS000026004818",1
"AUS000026004819",1
"AUS000026004822",1
"AUS000026004830",1
"AUS000026104836",1
"AUS000026104846",1
"AUS000026104850",1
"AUS000026204855",0
"AUS000026204860",0
"AUS000026204874",0
"AUS000026304882",1
"AUS000026304885",1
"AUS000026404903",1
"AUS000026404908",1
"AUS000026404911",1
"AUS000026404915",1
"AUS000026504922",0
"AUS000026504930",1
"AUS000026604944",1
"AUS000026704976",0
"AUS000026804980",1
"AUS000026804993",1
"AUS000026904998",0
"AUS000026905006",1
"AUS000027005019",1
"AUS000027005020",0
"AUS000027005036",1
"AUS000027105039",1
"AUS000027105048",1
"AUS000027305084",0
"AUS000027405108",1
"AUS000027505130",1
"AUS000027505138",0
"AUS000027505143",0
"AUS000027605156",1
"AUS000027605161",0
"AUS000027705167",1
"AUS000027705186",1
"AUS000027705187",0
"AUS000027805191",1
"AUS000027805198",0
"AUS000027905216",0
"AUS000028105246",1
"AUS000028105252",0
"AUS000028205267",0
"AUS000028405290",1
"AUS000028505315",0
"AUS000028605338",0
"AUS000028705358",0
"AUS000028805369",0
"AUS000028805374",0
"AUS000028805378",1
"AUS000028905400",0
"AUS000029005402",1
"AUS000029005408",0
"AUS000029205437",0
"AUS000029205442",1
"AUS000029305457",0
"AUS000029405475",1
"AUS000029505480",1
"AUS000029605501",1
"AUS000029705513",1
"AUS000029705521",1
"AUS000029805537",0
"AUS000029905544",0
"AUS000030005552",1
"AUS000030005566",1
"AUS000030105585",1
"AUS000030205602",0
"AUS000030305644",0
"AUS000030405657",0
"AUS000030505687",0
"AUS000030505688",1
"AUS000030605693",1
"AUS000030605695",1
"AUS000030805737",1
"AUS000030905755",1
"AUS000031005758",1
"AUS000031005759",0
"AUS000031005776",1
"AUS000031105780",1
"AUS000031205806",1
"AUS000031305815",0
"AUS000031405828",1
"AUS000031405839",1
"AUS000031505847",0
"AUS000031505850",1
"AUS000031505863",1
"AUS000031605873",0
"AUS000031705889",1
"AUS000031705892",1
"AUS000031705899",1
"AUS000031805923",0
"AUS000031905937",1
"AUS000032005962",0
"AUS000032105966",1
"AUS000032306008",0
"AUS000032406015",0
"AUS000032406026",1
"AUS000032406028",1
"AUS000032506040",0
"AUS000032506041",0
"AUS000032606051",1
"AUS000032706074",1
"AUS000032806100",1
"AUS000033006123",0
"AUS000033006130",0
"AUS000033006139",1
"AUS000033106142",1
"AUS000033106152",1
"AUS000033106153",0
"AUS000033106157",1
"AUS000033206172",0
"AUS000033206182",0
"AUS000033306190",0
"AUS000033506237",1
"AUS000033506238",1
"AUS000033706277",0
"AUS000033706282",1
"AUS000033706295",0
"AUS000033906308",0
"AUS000034006322",1
"AUS000034006332",1
"AUS000034306367",0
"AUS000034306374",1
"AUS000034406385",1
"AUS000034406393",0
"AUS000034506401",1
"AUS000034506414",0
"AUS000034606421",1
"AUS000034606432",0
"AUS000034706445",1
"AUS000034706452",1
"AUS000034806485",0
"AUS000034906494",1
"AUS000034906505",0
"AUS000034906506",0
"AUS000035106536",0
"AUS000035106539",0
"AUS000035306554",0
"AUS000035306557",0
"AUS000035306564",1
"AUS000035406577",1
"AUS000035506593",1
"AUS000035706625",1
"AUS000035806636",1
"AUS000035806651",1
"AUS000035906655",1
"AUS000036006674",0
"AUS000036206689",0
"AUS000036306710",1
"AUS000036406725",1
"AUS000036406726",1
"AUS000036506734",0
"AUS000036506736",0
"AUS000036506737",0
"AUS000036606760",1
"AUS000036606762",1
"AUS000036906813",1
"AUS000037006830",0
"AUS000037006838",0
"AUS000037106854",1
"AUS000037206856",0
"AUS000037206865",0
"AUS000037306878",0
"AUS000037306880",0
"AUS000037406908",0
"AUS000037406913",0
"AUS000037506922",1
"AUS000037706978",1
"AUS000037806988",1
"AUS000037806994",1
"AUS000037906995",1
"AUS000037907005",0
"AUS000037907015",1
"AUS000038007019",0
"AUS000038107045",0
"AUS000038207066",0
"AUS000038207080",1
"AUS000038307091",0
"AUS000038307094",1
"AUS000038407117",0
"AUS000038607143",0
"AUS000038607150",1
"AUS000038807177",1
"AUS000039007205",0
"AUS000039307257",1
"AUS000039307263",1
"AUS000039507308",1
"AUS000039507311",1
"AUS000039607316",1
"AUS000039607333",1
"AUS000039707340",1
"AUS000039907380",0
"AUS000040007398",0
"AUS000040107420",1
"AUS000040107422",1
"AUS000040207430",0
"AUS000040207434",0
"AUS000040307455",0
"AUS000040307461",1
"AUS000040307468",0
"AUS000040407473",0
"AUS000040507492",1
"AUS000040507495",1
"AUS000040607508",1
"AUS000040607523",1
"AUS000040707525",1
"AUS000040807544",0
"AUS000040807554",1
"AUS000041107601",1
"AUS000041107604",0
"AUS000041207618",1
"AUS000041407640",0
"AUS000041407644",1
"AUS000041407654",1
"AUS000041607694",1
"AUS000041707714",1
"AUS000041807722",0
"AUS000041907732",1
"AUS000041907734",0
"AUS000041907744",0
"AUS000042207797",1
"AUS000042207803",1
"AUS000042507859",0
"AUS000042507870",1
"AUS000042607884",1
"AUS000042607892",0
"AUS000042707912",0
"AUS000042707921",1
"AUS000042907935",1
"AUS000043007957",0
"AUS000043107983",0
"AUS000043207999",1
"AUS000043208001",1
"AUS000043208002",0
"AUS000043408035",1
"AUS000043408039",0
"AUS000043408055",1
"AUS000043808101",0
"AUS000043808102",1
"AUS000043808112",1
"AUS000043908130",0
"AUS000044008145",0
"AUS000044008151",0
"AUS000044108175",0
"AUS000044208185",1
"AUS000044208195",0
"AUS000044408223",0
"AUS000044408233",0
"AUS000044508247",1
"AUS000044508257",1
"AUS000044608270",0
"AUS000044608279",0
"AUS000044708295",0
"AUS000044808302",1
"AUS000044808308",1
"AUS000044908345",0
"AUS000045008348",1
"AUS000045008350",0
"AUS000045008354",0
"AUS000045208382",1
"AUS000045208387",1
"AUS000045408420",0
"AUS000045408428",0
"AUS000045508443",0
"AUS000045608454",1
"AUS000045608455",1
"AUS000045808501",1
"AUS000045808506",0
"AUS000045808509",1
"AUS000045908528",1
"AUS000046108546",0
"AUS000046208571",1
"AUS000046308574",1
"AUS000046308585",1
"AUS000046408603",0
"AUS000046508608",1
"AUS000046508619",0
"AUS000046608629",0
"AUS000046608633",1
"AUS000046608640",1
"AUS000046808661",1
"AUS000046808676",1
"AUS000046908696",1
"AUS000047008711",0
"AUS000047108723",0
"AUS000047108726",1
"AUS000047208748",1
"AUS000047308759",1
"AUS000047408766",1
"AUS000047408770",1
"AUS000047508796",0
"AUS000047508803",1
"AUS000047708830",1
"AUS000047708831",1
"AUS000047708833",1
"AUS000047808856",0
"AUS000047808862",0
"AUS000047908874",1
"AUS000048008885",1
"AUS000048108903",1
"AUS000048208905",1
"AUS000048208916",1
"AUS000048308940",0
"AUS000048308947",1
"AUS000048408954",1
"AUS000048408968",1
"AUS000048508986",1
"AUS000048608998",0
"AUS000048609015",1
"AUS000048609018",0
"AUS000048709022",1
"AUS000048709029",1
"AUS000048909073",0
"AUS000048909074",0
"AUS000049009077",1
"AUS000049009093",1
"AUS000049109117",1
"AUS000049209157",0
"AUS000049309162",1
"AUS000049409179",1
"AUS000049409182",1
"AUS000049509203",0
"AUS000049609206",0
"AUS000049809251",1
"AUS000049909272",1
"AUS000050009285",0
"AUS000050109302",0
"AUS000050109312",1
"AUS000050109318",1
"AUS000050209339",1
"AUS000050209343",1
"AUS000050309363",0
"AUS000050309364",1
"AUS000050409369",1
"AUS000050509390",1
"AUS000050509401",1
"AUS000050609408",0
"AUS000050609409",1
"AUS000050709433",1
"AUS000050709438",0
"AUS000050709439",1
"AUS000050909462",0
"AUS000050909463",0
"AUS000051009479",0
"AUS000051109498",1
"AUS000051109502",1
"AUS000051109506",0
"AUS000051209514",0
"AUS000051209520",1
"AUS000051309529",0
"AUS000051409558",1
"AUS000051509577",0
"AUS000051509578",1
"AUS000051709609",0
"AUS000051809629",1
"AUS000051809632",1
"AUS000052009665",0
"AUS000052009666",1
"AUS000052109674",0
"AUS000052109680",1
"AUS000052209696",1
"AUS000052209701",1
"AUS000052309713",1
"AUS000052309719",0
"AUS000052409738",1
"AUS000052509749",1
"AUS000052509752",1
"AUS000052509755",1
"AUS000052609788",0
"AUS000052709795",0
"AUS000052809815",1
"AUS000052809818",0
"AUS000053109861",1
"AUS000053209884",1
"AUS000053209887",1
"AUS000053309898",1
"AUS000053309911",1
"AUS000053409914",1
"AUS000053409919",1
"AUS000053509942",0
"AUS000053509951",1
"AUS000053609953",1
"AUS000053709972",0
"AUS000053709973",0
"AUS000053709979",1
"AUS000053809999",0
"AUS000053810007",0
"AUS000053910010",0
"AUS000053910014",0
"AUS000054010029",1
"AUS000054110045",1
"AUS000054210076",1
"AUS000054410124",1
"AUS000054410138",1
"AUS000054510141",1
"AUS000054510145",1
"AUS000054510148",0
"AUS000054610152",0
"AUS000054710169",1
"AUS000054710172",1
"AUS000054710173",0
"AUS000054710189",1
"AUS000054810201",0
"AUS000054810206",1
"AUS000054910212",1
"AUS000055010231",1
"AUS000055210259",0
"AUS000055410285",1
"AUS000055710350",1
"AUS000055710354",0
"AUS000055910401",1
"AUS000056010408",1
"AUS000056010419",0
"AUS000056110438",0
"AUS000056210449",1
"AUS000056410484",0
"AUS000056410492",0
"AUS000056410497",0
